 ,Player History Audit ,,,,,,,,,,,,,,,
Zach,3/18/2025 10:48:16,2795,Jurickson Profar,ATL,OF,32,2/20/93,,151,,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2812,Keegan Akin,BAL,RP,,,,743,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2835,Kirby Yates,LAD,RP,37,3/25/87,,181,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2844,Kris Bubic,KC,RP,,,,504,,MLB,Hammers,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2883,Logan Gilbert,SEA,SP,26,,,821,,MLB,Hammers,Keeper Contract ,[2] VC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2884,Logan Webb,SF,SP,26,,,80,,MLB,not much of a donkey,Keeper Contract ,[2] VC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2893,Luis Arraez,SD,"1B, 2B",26,,,146,,MLB,not much of a donkey,Keeper Contract ,[2] VC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2854,Kyle Finnegan,WSH,RP,,,,274,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2872,Lars Nootbaar,STL,CF,27,9/8/97,,266,,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2897,Luis Garcia,HOU,SP,,,,135,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2899,Luis García,WSH,2B,,,,135,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2906,Luis Rengifo,LAA,"2B, 3B",28,2/26/97,,204,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2928,Marcell Ozuna,ATL,OF,34,11/12/90,,53,,MLB,The Bluke Blokes,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2907,Luis Robert,CWS,CF,27,8/3/97,,113,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2952,Matt McLain,CIN,"2B, SS",25,8/6/99,,114,,MLB,Weekend Warriors,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2916,Luke Weaver,NYY,RP,,,,254,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2946,Matt Chapman,SF,3B,,,,121,,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2974,Michael King,SD,SP,29,5/25/95,,55,,MLB,Andromedans,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2956,Matt Strahm,PHI,RP,33,11/12/91,,341,,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2960,Matthew Boyd,CHC,SP,,,,321,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,2975,Michael Kopech,LAD,RP,28,4/30/96,,273,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3069,Ozzie Albies,ATL,2B,28,1/7/97,,47,,MLB,Btwn2Jackies,Keeper Contract,[2] VC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3043,Nick Pivetta,BOS,SP,32,2/14/93,,206,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3054,Nico Hoerner,CHC,"2B, SS",27,5/13/97,,138,,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3092,Pete Fairbanks,TB,RP,,,,203,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3116,Randy Arozarena,SEA,CF,28,,,122,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3127,Rhys Hoskins,MIL,1B,29,,,246,,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3170,Ryan Helsley,STL,RP,28,,,72,,MLB,Country Fried Lamb,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3183,Ryan Weathers,MIA,SP,,,,421,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3228,Shane McClanahan,TB,SP,27,4/28/97,,130,,MLB,La Flama Blanca,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3213,Sean Murphy,ATL,C,30,10/4/94,,227,,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3225,Seth Lugo,KC,SP,,,,147,,MLB,Weekend Warriors,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3236,Sonny Gray,STL,SP,,,,99,,MLB,Hammers,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3266,Tarik Skubal,DET,SP,28,11/20/96,,12,,MLB,La Flama Blanca,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3261,Tanner Houck,BOS,SP,,,,201,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3265,Tanner Scott,LAD,RP,30,7/22/94,,159,,MLB,Country Fried Lamb,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3338,Tyler Glasnow,LAD,SP,,,,85,,MLB,The Bluke Blokes,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3277,Taylor Ward,LAA,OF,29,,,175,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3300,Tony Santillan,CIN,RP,,,,677,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3373,Kodai Senga,NYM,SP,32,1/30/93,,131,,MLB,Btwn2Jackies,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3319,Trevor Megill,MIL,RP,,,,188,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3381,William Contreras,MIL,C,,,,30,,MLB,Weekend Warriors,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3384,Willson Contreras,STL,C,,,,101,,MLB,not much of a donkey,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3385,Willy Adames,SF,SS,27,,,68,,MLB,Btwn2Jackies,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3388,Mason Miller,OAK,RP,24,,,70,2023,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3347,Tyler Stephenson,CIN,C,28,8/16/96,,164,,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3361,Victor Robles,SEA,CF,27,5/19/97,,224,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3380,Willi Castro,MIN,"2B, 3B, SS, CF",,,,231,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3399,Yandy Díaz,TB,1B,31,,,192,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3406,Yimi García,TOR,RP,,,,466,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3437,Grayson Rodriguez,BAL,SP,25,11/16/99,,107,,MLB,Law-Abiding Citizens,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3438,Gunnar Henderson,BAL,SS,22.1,,,6,,MLB,Rick Vaughn,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3415,Yusei Kikuchi,LAA,SP,,,,149,,MLB,Hammers,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3421,Zach Eflin,BAL,SP,,,,190,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3435,Francisco Alvarez,NYM,C,21.7,,,172,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3448,Eury Pérez,MIA,SP,21,4/15/03,,352,,MLB,not much of a donkey,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3451,Noelvi Marte,CIN,3B,21,,,359,XCD,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3457,Kyle Harrison,SF,SP,22,,,329,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3439,Gabriel Moreno,AZ,C,23,,,223,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3461,Josh Jung,TEX,3B,25.5,,,218,,MLB,Weekend Warriors,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3441,Anthony Volpe,NYY,SS,23,4/28/01,,145,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3447,Triston Casas,BOS,1B,23.5,,,118,,MLB,Andromedans,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3458,Bobby Miller,LAD,SP,24.3,,,371,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3468,Jackson Chourio,MIL,CF,19,,,21,2024,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3471,Royce Lewis,MIN,3B,24.2,,,120,,MLB,Jepordizers!,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3472,Colton Cowser,BAL,CF,23,,,169,2023,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3523,Jordan Westburg,BAL,"2B, 3B",24.5,,7,100,,MLB,La Flama Blanca,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3478,Andy Pages,LAD,CF,24,12/8/00,,489,2023,MLB,Hammers,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3462,Shea Langeliers,OAK,C,,,,139,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3464,Taj Bradley,TB,SP,22.4,,,197,,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3466,Tyler Soderstrom,OAK,1B,23,11/24/01,1,364,2023,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3491,Curtis Mead,TB,"2B, 3B",22,,,711,2023,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3497,DL Hall,MIL,"SP, RP",24,,,594,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3479,Sal Frelick,MIL,CF,23,,2,418,2023,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3502,Austin Wells,NYY,C,24,,,214,2023,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3506,Ryan Pepiot,TB,SP,27,8/21/97,,195,XCD,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3488,Ezequiel Tovar,COL,SS,23,8/1/01,,143,,MLB,La Flama Blanca,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3514,Hunter Brown,HOU,SP,24.9,,,110,,MLB,Andromedans,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3489,Vinnie Pasquantino,KC,1B,27,10/10/97,,108,,MLB,Country Fried Lamb,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3520,Masyn Winn,STL,SS,21,,,170,2024,MLB,Weekend Warriors,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3501,Miguel Vargas,CWS,"3B, OF",25,11/17/99,,529,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3551,Spencer Schwellenbach,ATL,SP,24,5/31/00,,94,2025,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3562,Heston Kjerstad,BAL,OF,24,,4,361,XCD,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3585,DJ Herz,WSH,SP,22,,19,366,2024,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3615,Angel Martínez,CLE,2B,21,,9,789,XCD,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3508,Pete Crow-Armstrong,CHC,CF,21,,,161,2024,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3519,Logan O'Hoppe,LAA,C,23,,1,156,2023,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3640,Colt Keith,DET,2B,22,,,234,2024,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3532,Brandon Pfaadt,AZ,SP,24.8,,2,165,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3644,Parker Meadows,DET,CF,23,,,217,2024,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3656,Yainer Diaz,HOU,"C, 1B",24.9,,,73,,MLB,The Bluke Blokes,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3670,Joey Ortiz,MIL,"3B, SS",25,,,297,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3623,Brenton Doyle,COL,CF,25.2,,,91,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3706,Garrett Mitchell,MIL,CF,24.9,,,350,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3624,Michael Toglia,COL,"1B, OF",26,8/16/98,,210,,MLB,Hammers,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3732,Mark Vientos,NYM,3B,25,12/11/99,,105,,MLB,Andromedans,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3781,Simeon Woods Richardson,MIN,SP,22,,,560,2023,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3643,Reese Olson,DET,SP,24,,14,287,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3695,JJ Bleday,OAK,CF,,,,255,,MLB,Weekend Warriors,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3707,Brice Turang,MIL,2B,25,11/21/99,,127,,MLB,The Bluke Blokes,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3854,Lawrence Butler,OAK,OF,23,,,84,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3818,Heliot Ramos,SF,CF,23,,,209,2023,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3946,Jordan Beck,COL,OF,22,,6,558,XCD,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3963,Ben Joyce,LAA,RP,22,,8,233,2024,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3605,Spencer Steer,CIN,"1B, OF",27,12/7/97,,89,,MLB,Whiz Kids,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3831,Alec Burleson,STL,"1B, OF",24.7,,,196,,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3840,Xavier Edwards,MIA,SS,24,,,157,2023,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3995,Tanner Bibee,CLE,SP,24.4,,,93,,MLB,not much of a donkey,Keeper Contract ,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4005,Spencer Strider,ATL,SP,,,,126,,MLB,Hammers,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4010,George Kirby,SEA,SP,,,,45,,MLB,Country Fried Lamb,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4016,Joe Ryan,MIN,SP,,,,104,,MLB,La Flama Blanca,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3887,Zach Neto,LAA,SS,22.5,,,186,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4018,Andrés Muñoz,SEA,RP,24,,,112,,MLB,La Flama Blanca,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3987,Clarke Schmidt,NYY,SP,,,,226,,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4022,Hunter Greene,CIN,SP,,,,88,,MLB,La Flama Blanca,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4023,Jhoan Duran,MIN,RP,,,,116,,MLB,La Flama Blanca,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4026,Félix Bautista,BAL,RP,,,,96,,MLB,Whiz Kids,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3989,Brendan Donovan,STL,"2B, 3B, OF",,,,220,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4017,Reynaldo López,ATL,SP,,,,150,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4019,Nick Lodolo,CIN,SP,,,,238,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4028,Camilo Doval,SF,RP,,,,323,,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4032,Alexis Díaz,CIN,RP,,,,162,,MLB,La Flama Blanca,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4040,MacKenzie Gore,WSH,SP,,,,213,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4045,Kyle Bradish,BAL,SP,,,,661,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4046,Robert Suarez,SD,RP,,,,115,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4085,Cole Ragans,KC,SP,,,,38,,MLB,Rick Vaughn,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4101,Shane Baz,TB,SP,,,,182,,MLB,Rick Vaughn,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4048,Matt Brash,SEA,RP,,,,521,,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4053,José Leclerc,OAK,RP,,,,448,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4080,A.J. Puk,AZ,"SP, RP",,,,267,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4125,Spencer Horwitz,PIT,"1B, 2B",25,,,399,2023,MLB,Weekend Warriors,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4137,Bowden Francis,TOR,"SP, RP",27.3,,,200,,MLB,Btwn2Jackies,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4138,Tyler Holton,DET,"SP, RP",,,,372,,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4190,Ronel Blanco,HOU,SP,30,,,202,,MLB,Jepordizers!,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4266,Porter Hodge,CHC,RP,22,,16,250,2024,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4155,Jeremiah Estrada,SD,RP,24.8,,,353,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4283,Adley Rutschman,BAL,C,,,,51,,MLB,Hammers,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4284,Michael Harris,ATL,CF,,,,49,,MLB,Hammers,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4286,Bryan Woo,SEA,SP,,,,144,,MLB,not much of a donkey,Keeper Contract ,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4295,Bobby Witt,KC,SS,,,,2,,MLB,Law-Abiding Citizens,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4306,Bryson Stott,PHI,"2B, SS",,,,153,,MLB,Whiz Kids,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4315,Riley Greene,DET,CF,,,,106,,MLB,Weekend Warriors,Keeper Contract,[4] TC2,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4174,Edwin Uceta,TB,RP,,,,375,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4178,Tommy Kahnle,DET,RP,,,,468,,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4424,CJ Abrams,WSH,SS,,,,64,,MLB,Jepordizers!,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4454,Julio Rodríguez,SEA,CF,,,,20,,MLB,not much of a donkey,Keeper Contract ,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4462,Ceddanne Rafaela,BOS,"2B, SS, CF",22,,,194,2023,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4594,Spencer Arrighetti,HOU,SP,23,,,219,2024,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4604,Orion Kerkering,PHI,RP,22,,,306,2025,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4727,Wilyer Abreu,BOS,CF,24,,,307,XCD,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,5216,Justin Martinez,AZ,RP,22,,,228,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4273,Hunter Gaddis,CLE,RP,25.3,,,414,,MLB,Hammers,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4333,Kerry Carpenter,DET,OF,,,,198,,MLB,Rick Vaughn,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,6524,Cade Smith,CLE,LHP,,,10,356,,MLB,not much of a donkey,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,6563,Paul Skenes,PIT,SP,21,,,11,XCD,MLB,The Bluke Blokes,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,6565,Wyatt Langford,TEX,CF,21,,,48,2025,MLB,Weekend Warriors,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4361,Maikel Garcia,KC,"2B, 3B",23.4,,,211,,MLB,Law-Abiding Citizens,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,6209,Grant Holmes,ATL,"SP, RP",,,,328,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,3986,Steven Kwan,CLE,OF,,,,117,,MLB,Country Fried Lamb,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4090,Luis Gil,NYY,SP,25.2,,,160,,MLB,Jepordizers!,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4298,Seiya Suzuki,CHC,OF,,,,87,,MLB,Weekend Warriors,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4308,Oneil Cruz,PIT,"SS, CF",,,,61,,MLB,Hammers,Keeper Contract,[3] VC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,4783,Tyler Fitzgerald,SF,"SS, CF",26,,,263,,MLB,Whiz Kids,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,5891,Ben Rice,NYY,C,24,,9,598,XCD,MLB,Andromedans,Keeper Contract,[5] TC1,Admin,Keeper System Change
Zach,3/18/2025 10:48:16,7281,Yuki Matsui,SD,RP,,,,621,,MLB,Country Fried Lamb,Keeper Contract,[5] TC1,Admin,Keeper System Change
